Flowable,CASNo,Formula,Synonyms,Unit,Class,ExternalReference,Preferred,Context,FlowUUID,AltUnit1,AltUnitConversionFactor1,,
"2,6-dichlorobenzonitrile",001194-65-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,492ca3cc-5c6b-4eed-aeac-af950d0373e4,,,1194-65-6; 104809-79-2; 1194-65-6,
dichloromethane,000075-09-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,e92f37d8-bf23-414c-805e-c924aad94ed6,,,75-09-2; 75-09-2,
"2,3-dicyano-1,4-dithiaanthraquinone",003347-22-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,e1b67144-42c0-4053-a837-c5e2675541f7,,,3347-22-6; 3347-22-6,
"diisopropyl 1,3-dithiolan-2-ylidenemalonate",050512-35-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,8e06a31b-c82b-4a52-9d25-1d0020b771d3,,,50512-35-1,
"O-2,4-dichlorophenyl O-ethyl S-propyl phosphorodithioate",034643-46-4,,,kg,Element or Compound,,,Emissions/ground/unspecified,e9e1f0f6-252d-441d-adff-a590055b154b,,,,
"S-(2,3-dihydro-5-methoxy-2-oxo-1,3,4-thiadiazol-3-yl)methyl O,O-dimethylphosphorodithioate",000950-37-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,0c115865-dca7-405a-8340-aca947af7860,,,,
"O,O-dimethyl S-1,2-bis(ethoxycarbonyl)ethyl phosphorodithioate",000121-75-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,691f1328-ffc8-4516-8796-2a20f6657c8e,,,,
"O,O-dimethyl S-(N-methylcarbamoyl)methyl phosphorodithioate",000060-51-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,9a3e5884-075d-4658-833a-52b632f5d675,,,,
"2,3-dihydro-2,2-dimethyl-7-benzo[b]furyl N-(dibutylamino)thio-N-methylcarbamate",055285-14-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,4a41b09c-5e61-4a23-9a12-6bfc085ef47e,,,,
"(RS)-O,S-dimethyl acetylphosphoramidothioate",030560-19-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,d6194df7-bfe9-45ea-8f7e-ccf5d29a0142,,,,
"N,N-dimethylacetamide",000127-19-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,2486dbce-b3c4-4edd-984c-5c02dc5f3a2d,,,31591-08-9; 286367-73-5; 20255-66-7; 127-19-5; 127-19-5,
"5-dimethylamino-1,2,3-trithiane",031895-21-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,e12bc749-d699-4765-aa31-059690d93109,,,,
"2,2-dimethyl-2,3-dihydro-1-benzofuran-7-yl N-[N-(2-ethoxycarbonylethyl)-N-isopropylsulfenamoyl]-N-methylcarbamate",082560-54-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,e309c40f-141c-4727-8e5a-50770f8725b0,,,,
"S-4-phenoxybutyl N,N-dimethylthiocarbamate",062850-32-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,3de77699-039b-44f4-9f8e-723c6350eb30,,,,
"dimethyl 2,2,2-trichloro-1-hydroxyethylphosphonate",000052-68-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,13f6ac96-a58a-4147-af79-0204395513d2,,,56042-27-4; 56042-26-3; 52-68-6; 26373-97-7; 52-68-6,
"1,1'-dimethyl-4,4'-bipyridinium dichloride",001910-42-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,ad428299-c7c1-4a4a-9138-38f0f81acc58,,,1910-42-5,
"dimethyl 4,4'-(o-phenylene)bis(3-thioallophanate)",023564-05-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,fdf025ec-4992-43c5-90bc-c8d9dcd70a62,,,23564-05-8; 23564-05-8,
"N,N-dimethylformamide",000068-12-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,7e53b68f-002a-4dac-b8b3-f414e09067a2,,,68-12-2; 68-12-2,
ethyl 2-[(dimethoxyphosphinothioyl)thio]-2-phenylacetate,002597-03-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,12874117-4fea-45e9-b358-5837ab677955,,,,
"3,5-diiodo-4-octanoyloxybenzonitrile",003861-47-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,aebcc97b-e60f-4c2c-97a0-2a67bd68af98,,,3861-47-0,
dioxins,001746-01-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,3704b0c2-567c-48f0-ae00-2bd45d3d7298,,,,
"2-thioxo-3,5-dimethyltetrahydro-2H-1,3,5-thiadiazine",000533-74-4,,,kg,Element or Compound,,,Emissions/ground/unspecified,a9fd1aed-dc70-4c5d-84c4-7ecd5553c68e,,,,
"O,O-diethyl O-2-isopropyl-6-methyl-4-pyrimidinyl phosphorothioate",000333-41-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,222f4945-60d1-4c75-8b4a-024f45cc2cbf,,,,
"O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphorothioate",002921-88-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,c3c46e9d-e3fb-48bf-b0ee-b36ebceafc71,,,2921-88-2; 2921-88-2,
"O,O-diethyl O-5-phenyl-3-isoxazolyl phosphorothioate",018854-01-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,39a9e5a4-6547-4bf6-b522-cc98b37e4463,,,,
"O,O-dimethyl O-3-methyl-4-nitrophenyl phosphorothioate",000122-14-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,7089fc52-7955-4429-b1bd-14f398a415ce,,,122-14-5; 122-14-5,
"O,O-dimethyl O-3-methyl-4-(methylthio)phenyl phosphorothioate",000055-38-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,497537c6-c80d-42ca-9e3f-0f5de199e383,,,55-38-9; 55-38-9,
O-4-bromo-2-chlorophenyl O-ethyl S-propyl phosphorothioate,041198-08-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,81d05fc5-8be5-42ee-9eb9-3063bfffee20,,,41198-08-7; 81116-98-5; 81123-19-5; 41198-08-7,
"S-benzyl O,O-diisopropyl phosphorothioate",026087-47-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,737f9be1-9be5-4b88-98ee-c3b8cfa0b7d7,,,26087-47-8,
decyl alcohol,000112-30-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,9959fd31-33a9-43f8-87d3-6dfbcf3bc119,,,42006-99-5; 70084-71-8; 66455-17-2; 112-30-1; 85566-12-7; 36729-58-5; 112-30-1,
tetrachloroisophthalonitrile,001897-45-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,2342ec0b-3760-444f-ae78-50929bd28cc8,,,1897-45-6; 1897-45-6,
"4,5,6,7-tetrachloroisobenzofuran-1(3H)-one",027355-22-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,1dbeb140-ab71-43ff-9cd5-0e4cdad2c454,,,27355-22-2,
"2,3,5,6-tetrafluoro-4-methylbenzyl(Z)-3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethylcyclopropanecarboxylate",079538-32-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,3cd1efb9-121b-4538-9bb9-37b93c87a319,,,,
"3,7,9,13-tetramethyl-5,11-dioxa-2,8,14-trithia-4,7,9,12-tetraazapentadeca-3,12-diene-6,10-dione",059669-26-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,0f5ed16d-f666-4eaf-80cc-8c5a677db0a0,,,,
tetramethylthiuram disulfide,000137-26-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,01fbedb6-df25-4d94-8fdc-21ed3bfe16fa,,,137-26-8; 137-26-8,
"copper salts(water-soluble, except complex salts)",007440-50-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,1f062de6-8320-4545-afdd-00b01d9ea49c,,,,
trichloronitromethane,000076-06-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,ed0d7d8e-2b81-4a18-92ad-caff68ebecca,,,76-06-2; 76-06-2,
"α,α,α-trifluoro-2,6-dinitro-N,N-dipropyl-p-toluidine",001582-09-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,faa751c5-f471-4a26-bcdf-00bc78f34937,,,,
"1,3,5-trimethylbenzene",000108-67-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,4df31f7b-335f-41e5-9516-cada539f8a2e,,,108-67-8; 108-67-8,
toluene,000108-88-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,c425e554-86f0-47fa-9c29-5ef762fbbe4e,,,16954-38-4; 16713-13-6; 108-88-3; 50643-04-4; 108-88-3,
lead compounds,No CAS,,,kg,Groups of Chemicals ,,,Emissions/ground/unspecified,553c886d-a894-497c-ac26-d211229379ad,,,14452-81-4; 54076-28-7; 7439-92-1,
"2,4-bis(ethylamino)-6-methylthio-1,3,5-triazine",001014-70-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,10208787-cf69-4441-9b9c-9b6ccfe7c839,,,1014-70-6; 1014-70-6,
bis(8-quinolinolato)copper,010380-28-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,c798725a-6eb5-419a-9f85-fbfbcdf10a33,,,10380-28-6; 10380-28-6,
"3,6-bis(2-chlorophenyl)-1,2,4,5-tetrazine",074115-24-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,b8456828-4959-4dea-9eda-91120c4d8845,,,74115-24-5; 74115-24-5,
"zinc bis(N,N'-dimethyldithiocarbamate)",000137-30-4,,,kg,Element or Compound,,,Emissions/ground/unspecified,5d81bc02-7174-4769-9e2a-579c4820f2a4,,,,
bis(1-methyl-1-phenylethyl) peroxide,000080-43-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,bfbccd41-34ea-408a-825f-8631d576f3ea,,,80-43-3; 80-43-3,
"S,S-bis(1-methylpropyl) O-ethyl phosphorodithioate",095465-99-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,cca129b7-57c3-4add-a039-6b81b2d547a3,,,,
"3-phenoxybenzyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate",052645-53-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,75cd16b5-5657-4ad6-ad25-526f90961b66,,,93389-07-2; 52341-33-0; 82523-59-9; 52645-53-1; 52341-32-9; 52645-53-1,
bis(2-ethylhexyl)phthalate,000117-81-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,5890439a-f929-41b5-bace-851789b051bf,,,82208-43-3; 50885-87-5; 117-81-7; 8033-53-2; 15495-94-0; 117-81-7,
"2-tert-butylimino-3-isopropyl-5-phenyltetrahydro-4H-1,3,5-thiadiazin-4-one",069327-76-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,84485e6f-b2a8-47a1-86e0-628f2d88bff7,,,,
"N-tert-butyl-N'-(4-ethylbenzoyl)-3,5-dimethylbenzohydrazide",112410-23-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,63280227-33f8-4ecf-be1e-671b1b25b63a,,,112410-23-8; 142583-69-5; 112410-23-8,
methyl N-[1-(N-n-butylcarbamoyl)-1H-2-benzimidazolyl]carbamate,017804-35-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,a2d40c62-a721-480b-9d50-965ed96b3195,,,,
butyl(R)-2-[4-(4-cyano-2-fluorophenoxy)phenoxy]propionate,122008-85-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,fb867dea-2454-490d-937a-42e51d46ee47,,,,
"1-tert-Butyl-3-(2,6-diisopropyl-4-phenoxyphenyl)thiourea",080060-09-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,a4cf57aa-62a6-4e8d-b0b1-6dc651166b48,,,80060-09-9,
"5-tert-butyl-3-(2,4-dichloro-5-isopropoxyphenyl)-1,3,4-oxadiazol-2(3H)-one",019666-30-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,263b9dfc-0f90-46c8-ae94-88bdea68e506,,,19666-30-9; 19666-30-9,
"tert-butyl 4-({[(1,3-dimethyl-5-phenoxy-4-pyrazolyl)methylidene]aminooxy}methyl)benzoate",134098-61-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,a8ba77c6-6970-4aec-b336-18ff5ef4014d,,,,
2-(4-tert-butylphenoxy)cyclohexyl 2-propynyl sulfite,002312-35-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,5a303baa-20b8-439f-b4a8-6fca4ee4bf23,,,,
2-tert-butyl-5-(4-tert-butylbenzylthio)-4-chloro-3(2H)-pyridazinone,096489-71-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,a019e121-5a13-4ff2-bb3e-fce3905d3b50,,,,
N-(4-tert-butylbenzyl)-4-chloro-3-ethyl-1-methylpyrazole-5-carboxamide,119168-77-3,,,kg,Element or Compound,,,Emissions/ground/unspecified,44e4b6f9-2a92-47bb-9e8a-a525dbd36ef3,,,,
hydrogen fluoride and its water-soluble salts,No CAS,,,kg,Element or Compound,,,Emissions/ground/unspecified,127baffb-7392-4767-90ab-803caee3cf2c,,,,
"N-butoxymethyl-2-chloro-2',6'-diethylacetanilide",023184-66-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,e854bcc7-8419-4c52-9722-5a351b1f21e6,,,,
"polymer of N,N'-propylenebis(dithiocarbamic acid)and zinc",012071-83-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,256f962d-47b4-4817-814f-16e2b2662b10,,,,
"5-bromo-3-sec-butyl-6-methyl-1,2,3,4-tetrahydropyrimidine-2,4-dione",000314-40-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,af27bb5e-f077-4ab0-b5b7-42286bbfa2bb,,,,
bromomethane,000074-83-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,42c0d3de-9a6c-4844-a490-3e3d491ddc9e,,,4960-89-8; 74-83-9,
benzene,000071-43-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,dfb5c50c-2dae-4a1f-893e-09c2b5b788e8,,,71-43-2; 26181-88-4; 14941-52-7; 54682-86-9; 71-43-2,
2-(2-benzothiazolyloxy)-N-methylacetanilide,073250-68-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,1f852321-0291-4b68-8330-6ba2ec21d942,,,,
boron compounds,No CAS,,,kg,Groups of Chemicals ,,,Emissions/ground/unspecified,7770f33a-33bf-4d82-908b-01719ff5a941,,,,
poly(oxyethylene)alkyl ether(alkyl C=12-15),No CAS,,,kg,Element or Compound,,,Emissions/ground/unspecified,01a14fc8-527e-41d9-a232-3dd320877ac7,,,,
poly(oxyethylene)octylphenyl ether,002315-61-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,3bec3611-b4bf-49a8-892e-68d5c871c632,,,68310-57-6; 2315-61-9,
poly(oxyethylene)nonylphenyl ether,009016-45-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,d219b078-7cc8-4000-a559-2e918f1aa0e6,,,,
manganese and its compounds,007439-96-5,,,kg,Groups of Chemicals ,,,Emissions/ground/unspecified,a4f61470-913b-4636-b928-99417fef246b,,,,
phthalic anhydride,000085-44-9,,,kg,Element or Compound,,,Emissions/ground/unspecified,fe6978b8-b801-40b3-a5ea-0e5c9735a170,,,85-44-9; 68411-80-3; 85-44-9,
"(Z)-2'-methylacetophenone 4,6-dimethyl-2-pyrimidinylhydrazone",089269-64-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,b1be634c-d68e-40d7-be46-7534d218596f,,,,
methyl isothiocyanate,000556-61-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,55399841-6b6b-48c4-afa2-4f5c11e321c9,,,556-61-6; 556-61-6,
1-naphthyl N-methylcarbamate,000063-25-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,d407ab11-d047-4552-b72e-16bfe4adc564,,,27636-33-5; 3197-92-0; 1433961-56-8; 63-25-2; 63-25-2,
2-sec-butylphenyl N-methylcarbamate,003766-81-2,,,kg,Element or Compound,,,Emissions/ground/unspecified,79cef6ab-b53c-41bc-9349-3edfe71d02eb,,,3766-81-2,
"methyl 3-chloro-5-(4,6-dimethoxy-2-pyrimidinylcarbamoylsulfamoyl)-1-methylpyrazole-4-carboxylate",100784-20-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,16abef22-de5b-44f8-8bc9-4668f9f8ce5e,,,,
"methyl (S)-7-chloro-2,3,4a,5-tetrahydro-2-[methoxycarbonyl(4-trifluoromethoxyphenyl)carbamoyl]indeno[1,2-e][1,3,4]oxadiazine-4a-carboxylate",173584-44-6,,,kg,Element or Compound,,,Emissions/ground/unspecified,d6d5db79-ea0a-4c71-8ed5-bb23acdab603,,,,
methyl (E)-2-[2-[6-(2-cyanophenoxy)pyrimidin-4-yloxy]phenyl]-3-methoxyacrylate,131860-33-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,3ca00fe3-0ab7-4ee0-b5ad-dbfb529dc2e4,,,131860-33-8; 131860-33-8,
"3-methyl-1,5-di(2,4-xylyl)-1,3,5-triazapenta-1,4-diene",033089-61-1,,,kg,Element or Compound,,,Emissions/ground/unspecified,4e5b2673-e476-4fff-849c-94840c312c2a,,,,
N-methyldithiocarbamic acid,000144-54-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,cee354b9-3e9f-4c47-b997-8f9a1e1a5768,,,144-54-7,
"methyl-N',N'-dimethyl-N-[(methylcarbamoyl)oxy]-1-thiooxamimidate",023135-22-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,fae3baa0-9231-4d6a-90e8-d6a1f6e69439,,,,
"Methyl 2-(4,6-dimethoxy-2-pyrimidinyloxy)-6-[1-(methoxyimino)ethyl]benzoate",136191-64-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,c1906b9c-b20f-42cc-af1f-4a82dc045695,,,,
2-methyl-N-[3-(1-methylethoxy)phenyl]benzamide,055814-41-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,0b98b8f2-d721-40ee-a80d-4005b186264f,,,55814-41-0; 55814-41-0,
S-methyl-N-(methylcarbamoyloxy)thioacetimidate,016752-77-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,cc9ea647-0597-4410-889a-0a2882646e50,,,,
methyl (E)-methoxyimino-[2-[[[[(E)-1-[3-(trifluoromethyl)phenyl]ethylidene]amino]oxy]methyl]phenyl]acetate,141517-21-7,,,kg,Element or Compound,,,Emissions/ground/unspecified,8363f8c2-449a-4a07-ae46-60caf3ea586b,,,,
methyl (E)-methoxyimino[2-(o-tolyloxymethyl)phenyl]acetate,143390-89-0,,,kg,Element or Compound,,,Emissions/ground/unspecified,ff77ced4-e80e-4089-8816-6340e04c9c97,,,,
3-methoxycarbonylaminophenyl 3'-methylcarbanilate,013684-63-4,,,kg,Element or Compound,,,Emissions/ground/unspecified,7498e3e5-faed-48aa-9e37-c4b174daf2cb,,,13684-63-4; 13684-63-4,
O-3-tert-butylphenyl N-(6-methoxy-2-pyridyl)-N-methylthiocarbamate,088678-67-5,,,kg,Element or Compound,,,Emissions/ground/unspecified,402ee5d5-f186-4d5d-8809-88442f1cc969,,,,
molybdenum and its compounds,007439-98-7,,,kg,Groups of Chemicals ,,,Emissions/ground/unspecified,0e992539-797d-4cf9-a0f3-4e5f78377d2b,,,,
aluminium phosphide,020859-73-8,,,kg,Element or Compound,,,Emissions/ground/unspecified,08927c21-b6da-4605-bb17-63c3ef7c1504,,,182321-38-6; 20859-73-8,
miscellaneous plantation,,,,m2year,Land use,,,Resources/land use/land occupation,4f24563f-4084-4a17-a08c-acf058ea2bcb,,,,
orchard,,,,m2year,Land use,,,Resources/land use/land occupation,ebf9713e-52c0-497a-8682-c04f4f75e1b1,,,,
transport artery,,,,m2year,Land use,,,Resources/land use/land occupation,81802e55-7522-4c5a-b461-e1494a3c2a07,,,,
building site,,,,m2year,Land use,,,Resources/land use/land occupation,005e0302-4691-4d0a-92db-f76439426a6b,,,,
forest,,,,m2year,Land use,,,Resources/land use/land occupation,551b8318-eb94-43cc-9f04-867d5d343282,,,,
rice paddy,,,,m2year,Land use,,,Resources/land use/land occupation,06582458-0894-4188-8073-3157f4aed349,,,,
"arable, except rice paddy",,,,m2year,Land use,,,Resources/land use/land occupation,cef8f248-208e-4770-b740-688691fd9230,,,,
mineral extraction site,,,,m2year,Land use,,,Resources/land use/land occupation,8bad433c-5e64-44d2-ac0e-cc248e26d493,,,,
dump yard,,,,m2year,Land use,,,Resources/land use/land occupation,5b01cd65-f8dd-4f42-ac82-f55d1fb10891,,,,
dump yard,,,,m2,Land use,,,Resources/land use/Land transformation,2b279a54-09ec-4a8f-bccd-e4ef6b7a2d75,,,,
miscellaneous land use type to mineral extraction site,,,,m2,Land use,,,Resources/land use/Land transformation,62366bd4-985c-40f5-802e-4cef341f5bdc,,,,
forest to forest,,,,m2,Land use,,,Resources/land use/Land transformation,e65bbe8b-ac5c-4914-9386-5e404252634a,,,,
forest to transport artery,,,,m2,Land use,,,Resources/land use/Land transformation,b89436cf-443d-49e7-a5f9-6ef78c30a2e0,,,,
forest to rice paddy,,,,m2,Land use,,,Resources/land use/Land transformation,68e2e5ab-e430-4463-9b61-8bdf2b00f12d,,,,
forest to building site,,,,m2,Land use,,,Resources/land use/Land transformation,14c2654a-c3cd-4286-a48c-0ea937910cc1,,,,
forest to orchard,,,,m2,Land use,,,Resources/land use/Land transformation,0aa95b01-c686-4ae2-99d7-76bd4d8077b8,,,,
"forest to arable, except rice paddy",,,,m2,Land use,,,Resources/land use/Land transformation,021139be-8a60-47a1-ac44-0ad4fbac2930,,,,
forest to miscellaneous plantation,,,,m2,Land use,,,Resources/land use/Land transformation,ef015ea7-4b68-4289-bd3e-d5dd61061969,,,,
forest to deforestation areas,,,,m2,Land use,,,Resources/land use/Land transformation,791b7836-e2c4-42fe-a754-a33b6df7e4fc,,,,
"car noise, small car",,,,vehiclekm,Other,,,Emissions/air/urban air close to ground,0c4bec27-5076-4c0c-be34-7c3db3e81bbf,,,,
"car noise, large car",,,,vehiclekm,Other,,,Emissions/air/urban air close to ground,b0f4dd12-8fcf-457a-9279-09dd35cbba3e,,,,
"car noise, car size unknown",,,,vehiclekm,Other,,,Emissions/air/urban air close to ground,40b3d319-83c8-4e2d-976c-6c50905a508c,,,,
